pollster,president,serie,poll_month,tema,positivo,negativo,source_url,chart_index
Demotecnia,Sheinbaum,desempeno,2026-05,El combate a la corrupción,37,46,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,aprobacion,2025-09,,74,15,https://www.demotecnia.com.mx/estudio-nacional-evaluacion-de-gestion-septiembre-2025/,01
Enkoll,Sheinbaum,aprobacion,2024-12,,76,21,https://www.enkoll.com/wp-content/uploads/2026/03/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-040326.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-01,,80,16,https://www.enkoll.com/wp-content/uploads/2026/03/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-040326.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-03,,82,15,https://www.enkoll.com/wp-content/uploads/2026/03/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-040326.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-05,,83,15,https://www.enkoll.com/wp-content/uploads/2026/03/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-040326.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-07,,80,17,https://www.enkoll.com/wp-content/uploads/2026/03/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-040326.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-08,,79,18,https://www.enkoll.com/wp-content/uploads/2026/03/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-040326.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-09,,78,18,https://www.enkoll.com/wp-content/uploads/2026/03/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-040326.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-12,,74,24,https://www.enkoll.com/wp-content/uploads/2026/03/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-040326.pdf,04
Enkoll,Sheinbaum,aprobacion,2026-03,,75,20,https://www.enkoll.com/wp-content/uploads/2026/03/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-040326.pdf,04
Enkoll,Sheinbaum,aprobacion,2024-12,,76,21,https://www.enkoll.com/wp-content/uploads/2026/05/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-270526.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-01,,80,16,https://www.enkoll.com/wp-content/uploads/2026/05/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-270526.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-03,,82,15,https://www.enkoll.com/wp-content/uploads/2026/05/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-270526.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-05,,83,15,https://www.enkoll.com/wp-content/uploads/2026/05/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-270526.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-07,,80,17,https://www.enkoll.com/wp-content/uploads/2026/05/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-270526.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-08,,79,18,https://www.enkoll.com/wp-content/uploads/2026/05/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-270526.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-09,,78,18,https://www.enkoll.com/wp-content/uploads/2026/05/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-270526.pdf,04
Enkoll,Sheinbaum,aprobacion,2025-12,,74,24,https://www.enkoll.com/wp-content/uploads/2026/05/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-270526.pdf,04
Enkoll,Sheinbaum,aprobacion,2026-03,,75,20,https://www.enkoll.com/wp-content/uploads/2026/05/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-270526.pdf,04
Enkoll,Sheinbaum,aprobacion,2026-05,,68,27,https://www.enkoll.com/wp-content/uploads/2026/05/APROBACION-PRESIDENCIAL-DE-CLAUDIA-SHEINBAUM-270526.pdf,04
Buendia y Marquez,Sheinbaum,aprobacion,2024-11,,74,12,https://buendiaymarquez.org/wp-content/uploads/2025/08/2508_APROBACION.pdf,04
Buendia y Marquez,Sheinbaum,aprobacion,2025-01,,77,13,https://buendiaymarquez.org/wp-content/uploads/2025/08/2508_APROBACION.pdf,04
Buendia y Marquez,Sheinbaum,aprobacion,2025-02,,80,11,https://buendiaymarquez.org/wp-content/uploads/2025/08/2508_APROBACION.pdf,04
Buendia y Marquez,Sheinbaum,aprobacion,2025-04,,75,15,https://buendiaymarquez.org/wp-content/uploads/2025/08/2508_APROBACION.pdf,04
Buendia y Marquez,Sheinbaum,aprobacion,2025-05,,73,14,https://buendiaymarquez.org/wp-content/uploads/2025/08/2508_APROBACION.pdf,04
Buendia y Marquez,Sheinbaum,aprobacion,2025-08,,70,18,https://buendiaymarquez.org/wp-content/uploads/2025/08/2508_APROBACION.pdf,04
Covarrubias y Asoc,Sheinbaum,aprobacion,2025-09,,72,16,https://www.pulso.com.mx/userfiles/pulso_2018/file/Evaluación_1er_Año_Claudia.pdf,01
